id,neighbourhood_group,latitude,longitude,room_type,price
27531,Brooklyn,40.66831,-73.98604,Private room,99
27644,Manhattan,40.82754,-73.94919,Entire home/apt,170
27659,Brooklyn,40.66499,-73.97925,Entire home/apt,400
27759,Manhattan,40.77842,-73.97556,Entire home/apt,170
27883,Manhattan,40.72245,-73.98527,Entire home/apt,100
28321,Brooklyn,40.65593,-73.96053,Private room,75
28396,Brooklyn,40.71923,-73.96468,Private room,90
28907,Manhattan,40.778,-73.94822,Entire home/apt,150
29012,Manhattan,40.85879,-73.93128,Private room,85
29013,Brooklyn,40.68332,-73.9547,Private room,70
29455,Manhattan,40.81618,-73.94894,Entire home/apt,120
29628,Brooklyn,40.68414,-73.96351,Private room,89
29683,Manhattan,40.72392,-73.99143,Entire home/apt,185
30031,Brooklyn,40.73494,-73.9503,Private room,50
30927,Manhattan,40.71341,-73.98856,Entire home/apt,105
31130,Manhattan,40.76754,-73.98399,Private room,130
31555,Manhattan,40.73442,-74.00303,Entire home/apt,115
31902,Brooklyn,40.63188,-73.93248,Private room,77
31994,Brooklyn,40.6873,-73.9634,Private room,76
32023,Brooklyn,40.68296,-73.93662,Entire home/apt,125
32037,Brooklyn,40.6863,-73.96765,Private room,135
32100,Brooklyn,40.73409,-73.95348,Entire home/apt,250
32289,Brooklyn,40.71561,-73.94835,Entire home/apt,199
32331,Brooklyn,40.6857,-73.99183,Entire home/apt,140
32363,Queens,40.74028,-73.83168,Private room,140
32965,Brooklyn,40.68281,-73.93524,Entire home/apt,115
32969,Brooklyn,40.71596,-73.93938,Entire home/apt,160
33009,Brooklyn,40.71492,-73.95935,Entire home/apt,195
33014,Manhattan,40.72354,-73.98295,Entire home/apt,195
33223,Brooklyn,40.71165,-73.96087,Private room,80
34760,Brooklyn,40.69101,-73.97312,Private room,44
35526,Manhattan,40.73474,-74.00101,Private room,156
36121,Brooklyn,40.67386,-73.96641,Private room,85
36133,Brooklyn,40.71536,-73.96057,Private room,125
36442,Brooklyn,40.6741,-73.96595,Entire home/apt,115
36647,Manhattan,40.79295,-73.93997,Private room,69
36703,Manhattan,40.73226,-74.00401,Entire home/apt,225
36934,Brooklyn,40.71363,-73.96398,Entire home/apt,125
38638,Manhattan,40.77711,-73.9527,Entire home/apt,219
38663,Brooklyn,40.68559,-73.98094,Entire home/apt,475
39267,Manhattan,40.77456,-73.95323,Entire home/apt,99
39282,Brooklyn,40.71088,-73.95055,Private room,69
39593,Queens,40.74559,-73.92313,Private room,79
39704,Brooklyn,40.68306,-73.94659,Entire home/apt,135
40039,Brooklyn,40.70207,-73.98571,Private room,250
40453,Manhattan,40.76123,-73.9642,Entire home/apt,250
41348,Brooklyn,40.66858,-73.99083,Entire home/apt,250
41513,Manhattan,40.82704,-73.94907,Entire home/apt,80
42580,Brooklyn,40.68843,-73.96408,Private room,70
42729,Brooklyn,40.6783,-74.00135,Entire home/apt,165
42882,Staten Island,40.64524,-74.08088,Private room,70
43957,Brooklyn,40.70641,-73.91765,Private room,50
44096,Bronx,40.83232,-73.93184,Private room,40
44161,Brooklyn,40.71045,-73.9677,Entire home/apt,150
44212,Manhattan,40.72518,-73.98034,Private room,125
44221,Manhattan,40.70666,-74.01374,Entire home/apt,196
44229,Brooklyn,40.69098,-73.97113,Private room,110
44288,Manhattan,40.73756,-74.00405,Entire home/apt,170
44506,Manhattan,40.81526,-73.94791,Entire home/apt,165
45393,Manhattan,40.73423,-74.0046,Entire home/apt,150
45542,Manhattan,40.82374,-73.9373,Entire home/apt,100
45556,Brooklyn,40.68863,-73.97691,Private room,65
45910,Queens,40.70382,-73.89797,Entire home/apt,350
45936,Manhattan,40.80549,-73.95924,Private room,99
45940,Brooklyn,40.71627,-73.9587,Entire home/apt,200
46544,Brooklyn,40.67994,-73.97863,Entire home/apt,150
46723,Brooklyn,40.67992,-73.9475,Private room,90
46911,Brooklyn,40.67868,-73.97307,Private room,120
47199,Manhattan,40.76834,-73.95334,Private room,75
47362,Brooklyn,40.68237,-73.9415,Entire home/apt,175
47370,Manhattan,40.74031,-73.99999,Entire home/apt,125
47926,Manhattan,40.76307,-73.99665,Entire home/apt,275
48719,Manhattan,40.71882,-73.98852,Entire home/apt,299
50447,Brooklyn,40.6693,-73.98804,Entire home/apt,135
51438,Manhattan,40.77333,-73.95199,Private room,130
51485,Manhattan,40.72319,-73.99201,Private room,83
51572,Manhattan,40.74859,-73.99671,Private room,123
51850,Queens,40.67252,-73.76597,Private room,55
53137,Manhattan,40.76244,-73.99271,Entire home/apt,195
53196,Brooklyn,40.69546,-73.93503,Private room,80
53469,Queens,40.71722,-73.87856,Entire home/apt,98
53470,Queens,40.70234,-73.89816,Private room,140
53477,Queens,40.71546,-73.87854,Entire home/apt,265
54158,Brooklyn,40.7195,-73.95976,Entire home/apt,249
54453,Manhattan,40.76548,-73.98474,Shared room,105
54466,Manhattan,40.80234,-73.95603,Private room,200
54508,Brooklyn,40.6787,-73.97262,Private room,100
54544,Manhattan,40.81035,-73.94598,Entire home/apt,121
54626,Bronx,40.83075,-73.93058,Private room,45
54860,Manhattan,40.79958,-73.94275,Private room,100
55467,Brooklyn,40.71625,-73.93845,Entire home/apt,140
55498,Brooklyn,40.6829,-73.93549,Private room,71
55668,Manhattan,40.72773,-73.99134,Private room,130
55737,Manhattan,40.72861,-74.0049,Entire home/apt,199
55959,Brooklyn,40.70979,-73.95162,Private room,69
55982,Brooklyn,40.68656,-73.97525,Private room,68
56467,Manhattan,40.72752,-73.98432,Entire home/apt,130
56525,Brooklyn,40.729,-73.95829,Entire home/apt,195
56859,Manhattan,40.81219,-73.94499,Private room,64
57166,Queens,40.77185,-73.90502,Entire home/apt,140
57297,Brooklyn,40.68926,-73.99386,Entire home/apt,159
57468,Manhattan,40.72821,-73.98701,Entire home/apt,189
57618,Manhattan,40.7672,-73.98508,Entire home/apt,250
57740,Manhattan,40.73012,-73.99053,Entire home/apt,239
57754,Manhattan,40.7403,-73.98498,Entire home/apt,305
57874,Manhattan,40.80931,-73.94343,Entire home/apt,155
58059,Manhattan,40.8251,-73.94287,Private room,60
58062,Brooklyn,40.6585,-73.98397,Private room,135
58467,Manhattan,40.76193,-73.9501,Private room,120
59014,Manhattan,40.72052,-73.98589,Entire home/apt,150
59121,Queens,40.70411,-73.89934,Entire home/apt,140
59642,Brooklyn,40.73401,-73.95967,Entire home/apt,135
59709,Manhattan,40.71756,-73.99503,Entire home/apt,250
59855,Manhattan,40.7589,-73.96991,Entire home/apt,250
60164,Manhattan,40.72003,-74.00262,Entire home/apt,500
60457,Manhattan,40.73194,-73.99474,Entire home/apt,225
60611,Manhattan,40.79163,-73.94573,Entire home/apt,125
60666,Manhattan,40.8118,-73.94434,Private room,92
60673,Manhattan,40.81583,-73.94707,Private room,175
60680,Manhattan,40.72654,-73.98049,Entire home/apt,99
60794,Manhattan,40.80021,-73.96071,Entire home/apt,195
60948,Manhattan,40.80942,-73.93936,Entire home/apt,140
61167,Manhattan,40.71961,-73.9954,Entire home/apt,135
61224,Manhattan,40.74358,-74.00027,Entire home/apt,500
61406,Manhattan,40.80335,-73.9575,Private room,80
61492,Manhattan,40.71445,-73.9908,Private room,120
61509,Manhattan,40.75749,-73.96897,Entire home/apt,110
62095,Brooklyn,40.64446,-73.9503,Entire home/apt,65
62427,Manhattan,40.7268,-73.99079,Entire home/apt,130
62430,Brooklyn,40.688,-73.9171,Entire home/apt,99
62452,Staten Island,40.63536,-74.08537,Private room,36
62461,Staten Island,40.63627,-74.08543,Private room,37
62787,Staten Island,40.63518,-74.08546,Private room,37
62891,Manhattan,40.72477,-73.98161,Entire home/apt,175
62903,Manhattan,40.74238,-73.99567,Entire home/apt,205
62925,Brooklyn,40.72945,-73.95511,Entire home/apt,285
63299,Brooklyn,40.70763,-73.95177,Private room,59
63320,Staten Island,40.63481,-74.08519,Private room,36
63360,Queens,40.75384,-73.91433,Entire home/apt,99
63546,Brooklyn,40.64106,-73.97426,Private room,39
63573,Brooklyn,40.66793,-73.98327,Private room,60
63588,Bronx,40.81309,-73.85514,Private room,90
63610,Bronx,40.88057,-73.83572,Entire home/apt,105
63657,Brooklyn,40.68236,-73.94314,Entire home/apt,135
63693,Manhattan,40.72185,-73.98246,Entire home/apt,390
63719,Brooklyn,40.68503,-73.95385,Private room,70
63913,Manhattan,40.86648,-73.9263,Private room,75
64000,Brooklyn,40.7069,-73.95467,Private room,60
64015,Manhattan,40.72807,-73.98594,Entire home/apt,200
64107,Brooklyn,40.6778,-73.94339,Private room,100
64277,Brooklyn,40.68317,-73.94701,Private room,70
64314,Brooklyn,40.6761,-73.9529,Private room,110
64365,Brooklyn,40.67586,-73.95155,Private room,60
64707,Manhattan,40.71702,-73.99811,Entire home/apt,90
64837,Manhattan,40.72321,-73.98157,Private room,68
65019,Manhattan,40.77956,-73.98098,Entire home/apt,115
65268,Brooklyn,40.68276,-73.95264,Private room,75
65556,Brooklyn,40.71368,-73.9626,Private room,60
65562,Manhattan,40.72956,-73.98158,Entire home/apt,129
65615,Brooklyn,40.71069,-73.95175,Entire home/apt,130
65660,Brooklyn,40.70863,-73.94641,Entire home/apt,95
65813,Manhattan,40.82888,-73.94307,Private room,75
65834,Brooklyn,40.67319,-73.97323,Entire home/apt,175
66008,Brooklyn,40.67846,-73.99443,Entire home/apt,190
66026,Brooklyn,40.6715,-73.94808,Private room,49
66251,Manhattan,40.72681,-73.98534,Entire home/apt,212
66275,Manhattan,40.71904,-73.99392,Private room,95
66451,Brooklyn,40.71031,-73.9583,Entire home/apt,140
66718,Manhattan,40.81322,-73.95306,Entire home/apt,135
66741,Brooklyn,40.67732,-73.98225,Entire home/apt,150
66974,Brooklyn,40.68076,-73.9896,Entire home/apt,190
67288,Manhattan,40.79603,-73.94903,Entire home/apt,124
67299,Brooklyn,40.71492,-73.96282,Entire home/apt,135
67397,Manhattan,40.80393,-73.95838,Private room,122
68099,Manhattan,40.80082,-73.9652,Private room,109
68305,Manhattan,40.82976,-73.94867,Private room,85
68403,Brooklyn,40.683,-73.91981,Entire home/apt,145
68735,Manhattan,40.78971,-73.9729,Entire home/apt,195
68765,Brooklyn,40.67817,-73.99495,Entire home/apt,250
68900,Brooklyn,40.73119,-73.95578,Private room,125
68974,Manhattan,40.71943,-73.99627,Entire home/apt,575
69894,Manhattan,40.78,-73.98249,Entire home/apt,150
69921,Brooklyn,40.70514,-73.91922,Private room,70
70095,Manhattan,40.86713,-73.92811,Private room,90
70128,Manhattan,40.73198,-73.98881,Private room,65
70609,Manhattan,40.72542,-73.97986,Entire home/apt,500
71010,Manhattan,40.83494,-73.93869,Entire home/apt,250
71248,Manhattan,40.71659,-73.98945,Entire home/apt,125
71366,Manhattan,40.72966,-74.00243,Entire home/apt,200
71384,Brooklyn,40.72898,-73.95552,Entire home/apt,229
71812,Bronx,40.87207,-73.90193,Entire home/apt,90
72190,Manhattan,40.77728,-73.97818,Entire home/apt,110
72265,Brooklyn,40.72646,-73.95341,Private room,59
74073,Brooklyn,40.71015,-73.96101,Entire home/apt,195
74240,Brooklyn,40.71903,-73.9597,Entire home/apt,169
74333,Manhattan,40.80892,-73.93985,Entire home/apt,113
74404,Manhattan,40.80276,-73.9567,Entire home/apt,250
74680,Queens,40.77635,-73.93426,Entire home/apt,115
74860,Brooklyn,40.72488,-73.95018,Private room,55
75193,Brooklyn,40.71398,-73.95763,Private room,69
75635,Manhattan,40.71876,-73.98394,Entire home/apt,150
76761,Brooklyn,40.66552,-73.99019,Entire home/apt,169
77765,Brooklyn,40.73749,-73.95292,Private room,179
77936,Manhattan,40.76248,-73.9913,Private room,150
78919,Brooklyn,40.68674,-73.98876,Entire home/apt,135
79067,Brooklyn,40.6848,-73.96219,Entire home/apt,350
79782,Brooklyn,40.70516,-73.95455,Private room,120
80493,Manhattan,40.72329,-73.98486,Private room,71
80684,Brooklyn,40.73776,-73.95327,Private room,349
80700,Brooklyn,40.73738,-73.95482,Private room,349
80924,Brooklyn,40.67542,-73.98142,Entire home/apt,165
81739,Brooklyn,40.73842,-73.95312,Private room,249
82549,Brooklyn,40.6926,-73.99832,Private room,100
82550,Brooklyn,40.69441,-73.99771,Entire home/apt,200
82638,Manhattan,40.72399,-73.98374,Entire home/apt,169
82928,Brooklyn,40.6824,-73.94615,Entire home/apt,185
83243,Brooklyn,40.68949,-73.91708,Entire home/apt,65
83446,Brooklyn,40.68819,-73.97258,Entire home/apt,130
83722,Brooklyn,40.7205,-73.96015,Entire home/apt,199
83847,Manhattan,40.72451,-73.98094,Entire home/apt,225
84010,Brooklyn,40.73813,-73.95394,Private room,179
84059,Brooklyn,40.67591,-73.94715,Entire home/apt,150
84659,Manhattan,40.72843,-73.98895,Entire home/apt,139
84905,Manhattan,40.71271,-73.99776,Private room,95
85094,Brooklyn,40.66966,-73.94735,Entire home/apt,79
86215,Manhattan,40.71965,-73.98766,Entire home/apt,150
89427,Brooklyn,40.68613,-73.96536,Entire home/apt,650
89621,Brooklyn,40.68048,-73.94911,Entire home/apt,90
93313,Brooklyn,40.68314,-73.93963,Entire home/apt,120
94035,Queens,40.75961,-73.91117,Private room,80
94209,Brooklyn,40.67473,-73.94494,Entire home/apt,100
94477,Brooklyn,40.69305,-73.93185,Entire home/apt,175
94783,Brooklyn,40.67174,-73.95663,Entire home/apt,120
95747,Brooklyn,40.71055,-73.95098,Entire home/apt,140
95883,Brooklyn,40.69465,-73.95458,Entire home/apt,200
96471,Brooklyn,40.68413,-73.96542,Private room,165
98330,Manhattan,40.73877,-73.97707,Entire home/apt,125
98663,Manhattan,40.74893,-73.99544,Entire home/apt,130
99070,Manhattan,40.79406,-73.94102,Shared room,65
99085,Brooklyn,40.68795,-73.97332,Entire home/apt,123
100002,Manhattan,40.85295,-73.93361,Private room,67
100184,Queens,40.72413,-73.76133,Private room,50
100186,Brooklyn,40.66918,-73.99187,Entire home/apt,130
101053,Brooklyn,40.71125,-73.95613,Private room,100
102995,Manhattan,40.78558,-73.9696,Entire home/apt,212
103161,Brooklyn,40.71577,-73.96053,Entire home/apt,190
103311,Brooklyn,40.73861,-73.95485,Private room,599
103806,Manhattan,40.72577,-73.98745,Entire home/apt,249
105469,Queens,40.58615,-73.81245,Private room,70
105510,Brooklyn,40.67086,-73.94872,Entire home/apt,100
106363,Manhattan,40.82773,-73.95231,Private room,60
106647,Brooklyn,40.68505,-73.95684,Entire home/apt,135
107630,Brooklyn,40.72911,-73.95493,Entire home/apt,175
107895,Manhattan,40.77944,-73.98567,Entire home/apt,120
110739,Manhattan,40.74503,-73.98876,Entire home/apt,169
112100,Brooklyn,40.67539,-73.96093,Entire home/apt,165
112304,Manhattan,40.8054,-73.95189,Private room,90
112359,Manhattan,40.78491,-73.9508,Entire home/apt,225
112435,Brooklyn,40.69088,-73.97307,Private room,95
113265,Brooklyn,40.67555,-73.95057,Private room,55
113945,Manhattan,40.75835,-73.99193,Private room,85
114123,Brooklyn,40.66527,-73.9886,Entire home/apt,199
114229,Manhattan,40.71895,-73.99434,Entire home/apt,211
114969,Manhattan,40.75579,-73.96699,Entire home/apt,145
115535,Manhattan,40.82399,-73.95328,Private room,65
115678,Manhattan,40.81822,-73.94095,Entire home/apt,99
115748,Queens,40.76434,-73.92132,Entire home/apt,110
116940,Brooklyn,40.67705,-73.94925,Entire home/apt,80
117425,Brooklyn,40.69263,-73.99438,Entire home/apt,150
118061,Brooklyn,40.68448,-73.92747,Entire home/apt,110
118430,Manhattan,40.74412,-74.00208,Private room,290
118680,Manhattan,40.73067,-73.98702,Private room,87
120362,Brooklyn,40.70665,-73.94061,Entire home/apt,190
121687,Brooklyn,40.72063,-73.95952,Entire home/apt,200
121861,Brooklyn,40.67644,-73.98082,Entire home/apt,165
123784,Manhattan,40.80481,-73.94794,Entire home/apt,110
125053,Manhattan,40.72533,-73.99143,Entire home/apt,395
125163,Brooklyn,40.68569,-73.93038,Private room,99
125594,Brooklyn,40.64302,-73.97255,Private room,39
126443,Manhattan,40.72939,-73.98857,Entire home/apt,189
126816,Manhattan,40.79918,-73.96607,Private room,85
127387,Brooklyn,40.66862,-73.9926,Entire home/apt,260
128975,Manhattan,40.81333,-73.94453,Entire home/apt,122
131154,Brooklyn,40.72473,-73.95199,Entire home/apt,165
132516,Queens,40.70925,-73.85262,Entire home/apt,97
132570,Manhattan,40.73215,-74.00922,Entire home/apt,170
132695,Brooklyn,40.71109,-73.94332,Entire home/apt,125
133025,Manhattan,40.7463,-73.97926,Private room,130
134934,Brooklyn,40.71823,-73.95849,Entire home/apt,225
135393,Brooklyn,40.651,-73.94886,Private room,50
135465,Brooklyn,40.68626,-73.97598,Entire home/apt,170
135706,Manhattan,40.74488,-74.001,Entire home/apt,132
136493,Brooklyn,40.67632,-73.97616,Entire home/apt,250
138216,Brooklyn,40.72212,-73.94254,Entire home/apt,141
139624,Brooklyn,40.67456,-73.95151,Entire home/apt,64
140133,Brooklyn,40.71363,-73.96019,Entire home/apt,249
140425,Brooklyn,40.6755,-73.95878,Private room,79
140973,Manhattan,40.72274,-73.97581,Entire home/apt,185
141154,Brooklyn,40.6858,-73.9828,Entire home/apt,120
141335,Brooklyn,40.67535,-73.97654,Entire home/apt,495
141890,Manhattan,40.72255,-73.99346,Entire home/apt,375
141984,Manhattan,40.72094,-73.99706,Entire home/apt,175
142069,Manhattan,40.72485,-73.97813,Entire home/apt,150
144087,Manhattan,40.80473,-73.9532,Entire home/apt,259
144148,Manhattan,40.72217,-73.98419,Private room,96
145064,Brooklyn,40.71943,-73.9565,Entire home/apt,145
145188,Manhattan,40.74249,-74.00329,Entire home/apt,200
145994,Manhattan,40.79264,-73.97294,Entire home/apt,95
146754,Brooklyn,40.65749,-73.97675,Entire home/apt,250
147586,Manhattan,40.80474,-73.94688,Entire home/apt,295
148201,Manhattan,40.72831,-74.00177,Entire home/apt,175
148259,Brooklyn,40.71541,-73.94144,Entire home/apt,451
148825,Manhattan,40.79765,-73.96245,Entire home/apt,165
149287,Manhattan,40.78508,-73.95332,Entire home/apt,250
149777,Bronx,40.89747,-73.8639,Entire home/apt,77
150804,Manhattan,40.72008,-73.98404,Entire home/apt,250
151199,Queens,40.75725,-73.91098,Entire home/apt,129
151478,Brooklyn,40.7102,-73.94495,Private room,98
152071,Brooklyn,40.67359,-73.97904,Entire home/apt,150
152078,Manhattan,40.72674,-73.9782,Private room,95
152259,Manhattan,40.81156,-73.94571,Private room,55
152263,Manhattan,40.80497,-73.95016,Entire home/apt,300
152520,Queens,40.7385,-73.91806,Private room,42
153405,Brooklyn,40.72937,-73.95671,Entire home/apt,125
153780,Manhattan,40.72587,-73.98438,Private room,175
154934,Manhattan,40.82426,-73.9463,Private room,75
155296,Brooklyn,40.71624,-73.96272,Entire home/apt,255
157673,Brooklyn,40.68101,-73.94081,Entire home/apt,72
158061,Brooklyn,40.68669,-73.91989,Private room,165
158176,Brooklyn,40.71534,-73.95914,Entire home/apt,165
158290,Brooklyn,40.68288,-73.96024,Private room,75
158913,Brooklyn,40.72489,-73.95494,Entire home/apt,130
158955,Brooklyn,40.70867,-73.94284,Entire home/apt,139
159749,Brooklyn,40.67963,-73.93908,Private room,88
159815,Brooklyn,40.6798,-73.93908,Private room,80
159913,Manhattan,40.74346,-73.99882,Private room,150
160609,Manhattan,40.77724,-73.98109,Entire home/apt,200
160994,Manhattan,40.72972,-73.97995,Entire home/apt,200
161366,Queens,40.74102,-73.91681,Private room,42
161394,Brooklyn,40.71309,-73.94128,Private room,90
161996,Manhattan,40.83096,-73.94633,Entire home/apt,295
162493,Brooklyn,40.71323,-73.95745,Entire home/apt,450
162508,Brooklyn,40.67212,-73.9506,Entire home/apt,130
163627,Brooklyn,40.71023,-73.96665,Private room,89
163809,Manhattan,40.80523,-73.95139,Entire home/apt,198
163814,Manhattan,40.72636,-73.98917,Entire home/apt,99
163836,Brooklyn,40.72185,-73.93956,Private room,46
164989,Manhattan,40.72351,-73.99683,Private room,140
165080,Brooklyn,40.6809,-73.99233,Entire home/apt,500
165461,Manhattan,40.80525,-73.95916,Private room,75
165824,Queens,40.74,-73.91901,Private room,33
166006,Manhattan,40.80006,-73.96049,Entire home/apt,250
166172,Brooklyn,40.70283,-73.92131,Private room,60
166541,Manhattan,40.84468,-73.94303,Private room,75
166983,Brooklyn,40.68252,-73.99619,Entire home/apt,350
167013,Manhattan,40.74342,-73.99483,Entire home/apt,205
167017,Brooklyn,40.67853,-73.98089,Entire home/apt,219
167222,Brooklyn,40.6788,-73.97643,Private room,60
167482,Manhattan,40.77886,-73.98042,Entire home/apt,185
168084,Manhattan,40.72578,-73.97879,Entire home/apt,190
168123,Brooklyn,40.66085,-73.98537,Entire home/apt,105
168546,Manhattan,40.80113,-73.94503,Entire home/apt,250
168810,Manhattan,40.78569,-73.97581,Entire home/apt,175
169002,Manhattan,40.82411,-73.94934,Private room,65
169152,Brooklyn,40.68131,-73.95332,Entire home/apt,75
169306,Bronx,40.85811,-73.90675,Private room,37
169464,Brooklyn,40.70667,-73.96524,Entire home/apt,85
